benchmark,dataset_key,threshold,policy_mode,agent,agent_display,baseline_input_tokens_est,baseline_output_tokens_est,baseline_total_api_tokens_est,saved_input_tokens_est,saved_output_tokens_est,saved_total_api_tokens_est,baseline_external_input_tokens_est,saved_external_input_tokens_est,baseline_transcript_total_tokens_est,saved_transcript_total_tokens_est,trajectories,decided_trajectories,input_token_save_pct_est,output_token_save_pct_est,total_token_save_pct_est,external_input_token_save_pct_est,transcript_total_token_save_pct_est,token_method
Toolathlon,toolathlon,0.97,dual,glm-4.6,glm-4.6,222880391.0,1270688.0,224151079.0,43808275.0,223090.0,44031365.0,10820468.0,865483.0,12091042.0,1088551.0,324,46,19.6555,17.5566,19.6436,7.9986,9.003,context_call_input_chars4_plus_generated_output_chars4
Toolathlon,toolathlon,0.97,dual,gpt-5,gpt-5,152088873.0,573168.0,152662041.0,18885547.0,18830.0,18904377.0,11366970.0,426135.0,11940016.0,444956.0,324,22,12.4174,3.2852,12.3832,3.7489,3.7266,context_call_input_chars4_plus_generated_output_chars4
Toolathlon,toolathlon,0.97,dual,gpt-5-high,gpt-5-high,138071470.0,471819.0,138543289.0,45715924.0,76255.0,45792179.0,10874684.0,1432358.0,11346376.0,1508592.0,324,62,33.1103,16.1619,33.0526,13.1715,13.2958,context_call_input_chars4_plus_generated_output_chars4
Toolathlon,toolathlon,0.97,dual,gpt-5-mini,gpt-5-mini,244768464.0,545103.0,245313567.0,41860628.0,74932.0,41935560.0,14715330.0,1706525.0,15260314.0,1781434.0,324,59,17.1021,13.7464,17.0947,11.5969,11.6736,context_call_input_chars4_plus_generated_output_chars4
Toolathlon,toolathlon,0.97,dual,gpt-5.1,gpt-5.1,125399775.0,533301.0,125933076.0,0.0,0.0,0.0,11800316.0,0.0,12333504.0,0.0,324,0,0.0,0.0,0.0,0.0,0.0,context_call_input_chars4_plus_generated_output_chars4
Toolathlon,toolathlon,0.97,dual,grok-4,grok-4,228782352.0,488577.0,229270929.0,121459.0,1348.0,122807.0,11515899.0,2494.0,12004349.0,3842.0,320,2,0.0531,0.2759,0.0536,0.0217,0.032,context_call_input_chars4_plus_generated_output_chars4
Toolathlon,toolathlon,0.97,dual,grok-4-fast,grok-4-fast,120042614.0,647218.0,120689832.0,14066033.0,63369.0,14129402.0,10925984.0,469446.0,11573094.0,532802.0,320,43,11.7175,9.791,11.7072,4.2966,4.6038,context_call_input_chars4_plus_generated_output_chars4
Toolathlon,toolathlon,0.97,dual,grok-code-fast-1,grok-code-fast-1,121791944.0,764814.0,122556758.0,40960778.0,160260.0,41121038.0,8630830.0,1249460.0,9395533.0,1409692.0,320,69,33.6318,20.9541,33.5526,14.4767,15.0039,context_call_input_chars4_plus_generated_output_chars4
Toolathlon,toolathlon,0.97,dual,kimi-k2-0905,kimi-k2-0905,177814193.0,1393035.0,179207228.0,12772660.0,150252.0,12922912.0,8963947.0,218611.0,10356882.0,368859.0,324,24,7.1831,10.7859,7.2112,2.4388,3.5615,context_call_input_chars4_plus_generated_output_chars4
Toolathlon,toolathlon,0.97,dual,minimax-m2,minimax-m2,175331199.0,1752469.0,177083668.0,21859589.0,195625.0,22055214.0,12141510.0,602248.0,13893860.0,797860.0,324,47,12.4676,11.1628,12.4547,4.9602,5.7425,context_call_input_chars4_plus_generated_output_chars4
Toolathlon,toolathlon,0.97,dual,o3,o3,82696094.0,394100.0,83090194.0,12232687.0,36517.0,12269204.0,6883168.0,289935.0,7277145.0,326441.0,324,30,14.7923,9.2659,14.7661,4.2122,4.4858,context_call_input_chars4_plus_generated_output_chars4
Toolathlon,toolathlon,0.97,dual,o4-mini,o4-mini,89322653.0,273696.0,89596349.0,9363.0,1470.0,10833.0,7403105.0,134.0,7676681.0,1604.0,324,1,0.0105,0.5371,0.0121,0.0018,0.0209,context_call_input_chars4_plus_generated_output_chars4
Toolathlon,toolathlon,0.97,dual,qwen-3-coder,qwen-3-coder,178962338.0,1291397.0,180253735.0,13954419.0,97190.0,14051609.0,9440773.0,277325.0,10732046.0,374509.0,324,22,7.7974,7.526,7.7955,2.9375,3.4896,context_call_input_chars4_plus_generated_output_chars4
